series,epoch,train_loss,val_loss,val_metric
PairwiseGET,1,0.5278140967383104,0.35996432078851237,0.35867123225569253
PairwiseGET,2,0.390102385948686,0.5383008122444153,0.5365487944215998
PairwiseGET,3,0.3524198987904717,0.33615873069376556,0.333785809767327
PairwiseGET,4,0.33972243973437477,0.35881464465244395,0.35663084207844037
PairwiseGET,5,0.33357912503621157,0.360292487047814,0.35811163671993024
PairwiseGET,6,0.33367015973610037,0.35218815626324834,0.3500594469537263
PairwiseGET,7,0.3233792740632506,0.33161924658594905,0.3299498114655562
PairwiseGET,8,0.3184514636502546,0.3653346888116888,0.36369322869047127
PairwiseGET,9,0.3183571492047871,0.4447972017365533,0.44213528220583836
PairwiseGET,10,0.31628148389213223,0.37539123280628306,0.37302719023989483
PairwiseGET,11,0.31675413303515493,0.32210440329603246,0.3206275669855372
PairwiseGET,12,0.3127762555199511,0.2927052000084439,0.29124078143552773
PairwiseGET,13,0.31149335757774466,0.31382668098887884,0.3125123846869692
PairwiseGET,14,0.31463679425856644,0.2921649366617203,0.29061325740812044
PairwiseGET,15,0.30690369772560455,0.3906715431728879,0.3885177368474006
PairwiseGET,16,0.3061979964375496,0.3061872088425868,0.3043955807206868
PairwiseGET,17,0.30662316890323865,0.30867688196736415,0.3068054346545692
PairwiseGET,18,0.30948407571105396,0.3092895834832578,0.30705354794387624
PairwiseGET,19,0.3043489594669903,0.2947122764748496,0.2931883691859927
PairwiseGET,20,0.3029192536192782,0.34649885506243316,0.3443758912705194
PairwiseGET,21,0.3022653751513537,0.30629806542718735,0.30531059712750735
PairwiseGET,22,0.3005081251263618,0.28431131388690023,0.28287666524134425
PairwiseGET,23,0.30255477551151727,0.28334693691215,0.28186002124383563
PairwiseGET,24,0.30063173157327316,0.29127691283419327,0.29001793441940904
PairwiseGET,25,0.29924767420572396,0.33814053760992513,0.3359074881545319
PairwiseGET,26,0.2996448508956853,0.3010459699340769,0.29889656307660095
PairwiseGET,27,0.2973175893811619,0.28430982578445124,0.2830782150619341
PairwiseGET,28,0.30014899706139286,0.33467497535654017,0.3332297899917465
PairwiseGET,29,0.2981150926035993,0.2904641515499837,0.2890711440020565
PairwiseGET,30,0.2963634353350191,0.29144169511021795,0.289918888159224
