series,epoch,train_loss,val_loss,val_metric
PairwiseGET,1,1.3798662845949525,1.123550611275893,0.6955314275916127
PairwiseGET,2,1.321175563971973,1.035952325967642,0.7001748358808544
PairwiseGET,3,1.279324679409416,0.9189161887535682,0.7060047398589064
PairwiseGET,4,1.27954271296853,0.8849506272719456,0.7064778071722516
PairwiseGET,5,1.2628575532760435,0.8471033926193531,0.7074162869880463
PairwiseGET,6,1.2484820784295647,0.8841159660082597,0.7107078556731334
PairwiseGET,7,1.2473877940941782,1.0695214225695684,0.7092963085439937
PairwiseGET,8,1.2513550320875297,0.8955408220107739,0.7118775107779737
PairwiseGET,9,1.2364087774915602,0.8596483482764318,0.7127807784636488
PairwiseGET,10,1.2332561082052953,0.8889141683395092,0.6995272388790907
PairwiseGET,11,1.2247381813896512,0.9595071994341337,0.7143255193023712
PairwiseGET,12,1.2088158605168167,0.8649837209628178,0.6969705320399764
PairwiseGET,13,1.2123382101938562,0.9233068204843081,0.7161198069762884
PairwiseGET,14,1.1943689680215224,1.0265139566018031,0.7103863536155203
PairwiseGET,15,1.2023304173668612,0.8215385446181664,0.7171669851067999
PairwiseGET,16,1.1813576967681496,0.9128898593095632,0.7180779076033705
PairwiseGET,17,1.1846755949038903,0.9389261772999397,0.7281347981579462
PairwiseGET,18,1.1736805594083175,0.9361621462381803,0.7258995933764452
PairwiseGET,19,1.1642082429047926,0.9314801106086144,0.7185525058788947
PairwiseGET,20,1.1561159855532415,0.9108663664414333,0.7403488144228885
PairwiseGET,21,1.1544250738852233,0.8162775511925037,0.7393215388007055
PairwiseGET,22,1.1478246796478346,0.9322867235312096,0.7046850504605133
PairwiseGET,23,1.1775402747022294,0.847493103834299,0.7247712742504409
PairwiseGET,24,1.1383740978912242,0.8823331241424267,0.7097004825592789
PairwiseGET,25,1.1431544081099982,1.0253421865976773,0.7409076156182637
PairwiseGET,26,1.11927485523872,0.8185317867077314,0.7404590436997843
PairwiseGET,27,1.1356439043595954,0.8224533814650316,0.7162729031941996
PairwiseGET,28,1.1563802029901338,0.7662792893556448,0.762794250930825
PairwiseGET,29,1.1220364777787217,0.8787246181414677,0.7157921810699588
PairwiseGET,30,1.1318541586688422,0.7789217417056744,0.7510655496766607
PairwiseGET,31,1.117076118652103,0.7838775089153877,0.7594980893592005
PairwiseGET,32,1.1188171165082061,0.760748743552428,0.7593465241034685
PairwiseGET,33,1.1101943083758492,0.7911308054740612,0.7472702944346463
PairwiseGET,34,1.1284060360737218,0.805975420658405,0.7589316333529297
PairwiseGET,35,1.1072137803417965,0.7712505757808685,0.7588168111894964
PairwiseGET,36,1.0939339635441605,0.9243587095003861,0.7370113168724279
PairwiseGET,37,1.1079571007235536,0.9686579213692592,0.758340681951793
PairwiseGET,38,1.1070775126369254,0.8513274206564977,0.7622277949245542
PairwiseGET,39,1.1063220910655642,0.7876811398909642,0.7616934891240447
PairwiseGET,40,1.0539146197073668,0.7413747461942526,0.7633637688614541
PairwiseGET,41,1.0515412206499322,0.7781440711938418,0.763155558005095
PairwiseGET,42,1.049892098000906,0.8428279684140132,0.7605146482461297
PairwiseGET,43,1.0355813679764572,0.7787519977642939,0.7891956937095825
PairwiseGET,44,1.0408621803070734,0.7072361024526449,0.7939370835782873
PairwiseGET,45,1.022970258321577,0.7428621182074914,0.7759161277679796
PairwiseGET,46,1.0345708235664275,0.7943229971023706,0.7776399911816578
PairwiseGET,47,1.0261978934980134,0.8085034164098593,0.7870492847344699
PairwiseGET,48,1.0151079512047536,0.7559560690934841,0.7818731016068978
PairwiseGET,49,1.0098412002463943,0.7696333236419237,0.7825605036253185
PairwiseGET,50,1.0173797077345617,0.783927909227518,0.7788525132275133
FullGET,1,1.3582856223999875,0.9271877871109889,0.6890615814226926
FullGET,2,1.2954056624069954,0.8563461812642904,0.700030925436018
FullGET,3,1.2771949169705215,0.9805574114506062,0.7105409807956103
FullGET,4,1.2623028726253696,0.9130866752221034,0.7118729178914364
FullGET,5,1.2691030115178488,0.9028214417971098,0.70670438957476
FullGET,6,1.251723065856591,0.8482027858495712,0.7126751420732902
FullGET,7,1.2560871572749128,0.9895791484759404,0.7161764525769155
FullGET,8,1.2361595881216734,0.9102892614327944,0.7209959215167547
FullGET,9,1.2406535609833245,0.9152726026681753,0.7201646090534979
FullGET,10,1.2303482685274292,1.0649438876372117,0.7188097075249853
FullGET,11,1.2303773603393036,0.9076374709606171,0.7249197775818146
FullGET,12,1.2179639224288532,0.8579941538664011,0.7232816480501665
FullGET,13,1.2104955821940042,0.8414781923477467,0.7226462987458357
FullGET,14,1.2276816187263693,0.8082315628345196,0.7292983294140701
FullGET,15,1.2050378059877933,0.867013348524387,0.7080087693513619
FullGET,16,1.1895177393862344,0.9229961977555201,0.6399789339604154
FullGET,17,1.1999135153964886,0.828676333794227,0.735236931706839
FullGET,18,1.1896006386256912,0.835959706398157,0.7059067582794435
FullGET,19,1.181687723664404,0.9346215468186598,0.7301633230452675
FullGET,20,1.1910565486232054,0.82043600999392,0.7378334435626102
FullGET,21,1.1954663579325073,0.8303648146299215,0.7350164731530472
FullGET,22,1.1864450696602609,0.8647159003294431,0.7349690133254948
FullGET,23,1.1842887375539946,0.8517232514344729,0.7327307466196356
FullGET,24,1.159603599726575,0.8874123096466064,0.7367219650205761
FullGET,25,1.1660785301796441,0.8476074553453006,0.7523178767391729
FullGET,26,1.1694812893867492,0.7849045707629277,0.748015873015873
FullGET,27,1.1581755242301421,0.9523135451170114,0.7467375195963158
FullGET,28,1.1575481701244428,0.7898824338729565,0.7421170757397608
FullGET,29,1.1524207696173956,0.851491888669821,0.745935295414462
FullGET,30,1.139289608453084,0.7702126670342225,0.7463226288457769
FullGET,31,1.1411317131473022,0.8888187284653003,0.7426467886537331
FullGET,32,1.1358161204069563,0.9152419888056241,0.7676412771898883
FullGET,33,1.1333440379320996,0.8221066667483403,0.765459656084656
FullGET,34,1.1368017953865737,0.7928516351259671,0.7657888129531647
FullGET,35,1.1282822883244856,0.8894748298021463,0.7589683764452283
